rmse,mae,r2,n_obs,split,mean_daily_rank_ic,std_daily_rank_ic,rank_ic_ir_annualized,gross_ls_daily_mean,gross_ls_daily_std,gross_ls_sharpe_annualized
0.009478405477899582,0.0067877210676670074,-0.012689709663391113,702218,validation,0.029446800888504498,0.1870428713277852,2.4991782313121083,0.00045318875,0.0041191387,1.7465176802117885
0.008952009901709267,0.006611189339309931,-0.012508153915405273,709084,test,0.007247357986059968,0.17894490436708876,0.6429254957952021,0.00014797998,0.0044220183,0.5312301433809429
