date,n_stocks,daily_pearson_ic,daily_spearman_ic,split
2019-12-31,977,0.29490446413802696,0.3290443110752034,validation
2020-01-02,945,-0.3419482839728553,-0.43657297213046964,validation
2020-01-03,944,-0.20756634992101225,-0.2607372631928906,validation
2020-01-06,943,0.16794121228895964,0.11859241024834129,validation
2020-01-07,937,0.002505914281307094,-0.020301864435139472,validation
2020-01-08,935,0.13478909320941407,0.11455391021795952,validation
2020-01-09,934,0.13224144010972785,0.09185254875497306,validation
2020-01-10,940,0.18082135496241322,0.19710106239146236,validation
2020-01-13,940,0.06853865835046077,0.08394670841740921,validation
2020-01-14,938,-0.12253467672390776,-0.12498043557661212,validation
2020-01-15,933,0.12203129938102925,0.07453429456031034,validation
2020-01-16,929,0.028866595443340116,0.015830059764559895,validation
2020-01-17,931,-0.11113611683676966,-0.15818447594264945,validation
2020-01-21,920,0.16113852163735132,0.227033676265737,validation
2020-01-22,894,0.019507030689322122,-0.0016162353325169985,validation
2020-01-23,878,0.22021327711436808,0.21530022314490238,validation
2020-01-24,898,-0.1792188203635559,-0.16088397715445932,validation
2020-01-27,912,0.44127847581159896,0.5145751520121545,validation
2020-01-28,883,0.17137428890383907,0.22600799060953985,validation
2020-01-29,824,-0.3343882040943346,-0.38619126084301714,validation
2020-01-30,809,-0.30528491175395844,-0.2998510760517067,validation
2020-01-31,850,-0.0023417976261163,0.050034831565983616,validation
2020-02-03,864,0.21692289880229434,0.23120309819632226,validation
2020-02-04,862,0.28535182684723687,0.2933363456109285,validation
2020-02-05,819,0.20174225099359203,0.21521603792023056,validation
2020-02-06,841,-0.0876004926469525,-0.14150693094442,validation
2020-02-07,877,-0.13192955169600262,-0.199784727569884,validation
