date,n_long,n_short,gross_exposure,ret_gross,ret_net,cost_commission,cost_slippage,cost_borrow,turnover,max_pos,mean_pos
2020-12-15,19,19,0.9999999999999999,-0.00038641621720930365,-0.0007972262750647417,0.0001,0.0002999999999999999,1.0810057855438095e-05,0.9999999999999999,20343303.9697125,6578947.3684210535
2020-12-16,19,19,0.9999999999999999,0.0017935418610896903,0.001383936174699538,0.0001,0.0002999999999999999,9.60568639015238e-06,0.9999999999999999,24002928.529365808,6578947.368421052
2020-12-17,19,19,1.0,-2.1628482074752682e-05,-0.00043288576908825113,0.0001,0.0003,1.1257287013498411e-05,1.0,21411687.403645582,6578947.368421053
2020-12-18,19,19,0.9999999999999999,-0.002539687138868973,-0.0029689620848460806,0.0001,0.0002999999999999999,2.9274945977108032e-05,0.9999999999999999,17547241.077865873,6578947.368421052
2020-12-21,19,19,1.0,0.002907811695993622,0.002499875188057114,0.0001,0.0003,7.936507936507936e-06,1.0,10798831.949274998,6578947.368421053
2020-12-22,19,19,1.0000000000000002,-0.001625520920653535,-0.002033457428590043,0.00010000000000000003,0.0003000000000000001,7.936507936507938e-06,1.0000000000000002,13224547.171650002,6578947.3684210535
2020-12-23,20,20,1.0,0.00034858179194052926,-6.04582553518517e-05,0.0001,0.0003,9.04004729238095e-06,1.0,11383890.82375781,6249999.999999999
2020-12-24,20,20,0.9999999999999998,0.0019995083404045445,0.001569352279057607,9.999999999999999e-05,0.00029999999999999987,3.0156061346937554e-05,0.9999999999999998,17493247.78456666,6249999.999999998
2020-12-28,20,20,0.8246364741508901,0.0018450332488560745,0.001481826394804375,8.246364741508901e-05,0.000247390942245267,3.335226439134325e-05,0.8246364741508901,21905959.700000003,5153977.963443063
2020-12-29,20,20,1.0,0.002457517116357205,0.0020316426585846067,0.0001,0.0003,2.5874457772598213e-05,1.0,14710921.049390621,6250000.0
2020-12-30,20,20,1.0,-0.000611743312702203,-0.0010393281003018729,0.0001,0.0003,2.758478759966984e-05,1.0,15887642.5692,6250000.0
2020-12-31,20,20,1.0,0.004606713072201526,0.00417723083891225,0.0001,0.0003,2.9482233289275227e-05,1.0,17741179.689067625,6250000.0
2021-01-04,19,19,1.0,0.00015459584735899769,-0.00028298544902325345,0.0001,0.0003,3.7581296382251144e-05,1.0,18593265.079489373,6578947.368421052
2021-01-05,19,19,0.9999999999999998,-0.0051233719744798395,-0.005535347942956856,9.999999999999999e-05,0.00029999999999999987,1.197596847701685e-05,0.9999999999999998,14304815.901687348,6578947.368421053
2021-01-06,19,19,0.9999999999999999,0.0022503302182543695,0.0018419832060137323,0.0001,0.0002999999999999999,8.347012240637332e-06,0.9999999999999999,21474183.11689131,6578947.368421051
2021-01-07,19,19,0.9999999999999999,0.0037283379442180032,0.0033202022378665554,0.0001,0.0002999999999999999,8.135706351447618e-06,0.9999999999999999,16523941.208143746,6578947.368421052
2021-01-08,19,19,0.9999999999999998,-0.004828394933392457,-0.005254346872228099,9.999999999999999e-05,0.00029999999999999987,2.595193883564232e-05,0.9999999999999998,14584129.295566663,6578947.3684210535
2021-01-11,19,19,1.0000000000000002,0.0018222953664586835,0.0014141587423473565,0.00010000000000000002,0.0003,8.136624111326985e-06,1.0000000000000002,27836841.640716672,6578947.3684210535
2021-01-12,19,19,1.0000000000000002,0.0035360347052938767,0.003127668569265927,0.00010000000000000003,0.0003000000000000001,8.366136027949207e-06,1.0000000000000002,26812475.439887673,6578947.368421054
2021-01-13,19,19,1.0,0.0066936987506780316,0.006285541609248825,0.0001,0.0003,8.157141429206347e-06,1.0,20955356.086256247,6578947.368421052
2021-01-14,19,19,1.0,-0.0007333909783546366,-0.0011629810284331022,0.0001,0.0003,2.9590050078465673e-05,1.0,10009217.684553124,6578947.368421051
2021-01-15,19,19,0.9999999999999999,0.007315818025460297,0.006905629445541492,0.0001,0.0002999999999999999,1.0188579918805217e-05,0.9999999999999999,8867533.430295544,6578947.368421052
2021-01-19,19,19,0.9999999999999998,0.0048263081230028974,0.004417836696735866,9.999999999999999e-05,0.00029999999999999987,8.471426267031744e-06,0.9999999999999998,38636347.56925074,6578947.368421053
2021-01-20,18,18,0.9999999999999999,0.0018051940138108526,0.0013967579822534177,0.0001,0.0002999999999999999,8.43603155743492e-06,0.9999999999999999,31069764.895046495,6944444.444444443
2021-01-21,18,18,0.9739092213625961,0.0024017102055357733,0.001999601704279711,9.739092213625962e-05,0.0002921727664087788,1.2544812711023778e-05,0.9739092213625961,41637676.322500005,6763258.481684695
2021-01-22,18,18,1.0,-0.001454953563712651,-0.0018642056256809047,0.0001,0.0003,9.252061968253968e-06,1.0,18692156.861369126,6944444.444444444
2021-01-25,18,18,0.9999999999999999,0.0011722468253829294,0.0007619728031619007,0.0001,0.0002999999999999999,1.027402222102857e-05,0.9999999999999999,32833043.190367974,6944444.444444442
2021-01-26,18,18,1.0,-0.002471396758462539,-0.0028832493189379564,0.0001,0.0003,1.185256047541746e-05,1.0,13525279.912298927,6944444.444444443
2021-01-27,17,17,1.0,0.015790324514964815,0.015380842896875926,0.0001,0.0003,9.481618088888888e-06,1.0,15787753.573816126,7352941.176470589
2021-01-28,16,16,1.0,0.0017099625375283903,0.0012981150166770298,0.0001,0.0003,1.1847520851360318e-05,1.0,32870724.945375007,7812500.0
2021-01-29,17,17,1.0,0.0028903848197154264,0.002482448311778918,0.0001,0.0003,7.936507936507936e-06,1.0,26462350.434913665,7352941.176470587
2021-02-01,18,18,0.9999999999999998,0.0056927441960144265,0.0052713906918578825,9.999999999999999e-05,0.00029999999999999987,2.1353504156544207e-05,0.9999999999999998,11121983.708714282,6944444.444444444
2021-02-02,18,18,1.0,0.0016552594036827553,0.0012392244947183504,0.0001,0.0003,1.6034908964404758e-05,1.0,29969660.339843746,6944444.444444442
2021-02-03,16,16,0.6899122826006,0.002088970255192204,0.00180724696567554,6.899122826006e-05,0.00020697368478018,5.758376476423809e-06,0.6899122826006,46276744.625,5389939.7078171875
2021-02-04,16,16,0.6223922373256,-0.0008431196366471038,-0.0010970161525084992,6.223922373256001e-05,0.00018671767119768,4.939620931155556e-06,0.6223922373256,35377024.122475,4862439.35410625
2021-02-05,17,17,0.9999999999999998,-0.010720047486406169,-0.01113172204002065,9.999999999999999e-05,0.00029999999999999987,1.16745536144832e-05,0.9999999999999998,13161629.909640105,7352941.176470587
2021-02-08,17,17,1.0,7.025400089059352e-05,-0.00033768250704591443,0.0001,0.0003,7.936507936507934e-06,1.0,16496436.477318747,7352941.176470586
2021-02-09,18,18,1.0,0.0015358041014707623,0.001126234691771772,0.0001,0.0003,9.569409698990475e-06,1.0,48736509.60234999,6944444.444444444
2021-02-10,17,17,0.9999999999999999,-0.029090464219925196,-0.02951128321573103,0.0001,0.0002999999999999999,2.0818995805833337e-05,0.9999999999999999,44087617.5776875,7352941.176470588
2021-02-11,17,17,1.0,0.0005423169765122035,0.00013396395939855267,0.0001,0.0003,8.353017113650792e-06,1.0,23750282.72892083,7352941.176470588
2021-02-12,17,17,1.0,-0.006500345391936305,-0.006908689378340749,0.0001,0.0003,8.343986404444444e-06,1.0,35399008.24959063,7352941.176470587
2021-02-16,18,18,0.9999999999999998,-0.001479143589838733,-0.001891043749233387,9.999999999999999e-05,0.00029999999999999987,1.1900159394653968e-05,0.9999999999999998,49278263.055862494,6944444.444444444
