window,model,quantile,n_days,avg_raw_short_names_per_day,total_raw_short_stockdays,tier_b_or_c_stockdays,tier_c_stockdays,raw_short_signal_affected_pct,raw_short_signal_tier_c_pct,avg_daily_affected_pct,avg_daily_tier_c_pct
full_2010_2024,xgb,0.02,3733,16.993838735601393,63438,11920,4230,18.789999684731548,6.667927740471011,19.22136817956588,6.977872031638996
oos_2019_2024,xgb,0.02,1509,18.752153744201458,28297,3467,868,12.252182210128282,3.0674629819415484,12.286335959051984,3.0818685117659075
test_2022_2024,xgb,0.02,752,18.961436170212767,14259,1244,262,8.724314468055264,1.837436005329967,8.698328610559566,1.8398134729815778
oos_2019_2024,ensemble,0.02,1509,18.752153744201458,28297,3737,968,13.206346962575537,3.4208573346997917,13.297960895494887,3.4697358301091934
test_2022_2024,ensemble,0.02,752,18.961436170212767,14259,1210,267,8.485868574233818,1.8725015779507679,8.5221853065601,1.8984233764427756
