window,aum,n_days,net_ann_return,net_ann_vol,net_sharpe,gross_sharpe,max_drawdown,avg_daily_turnover,avg_gross_exposure,frac_days_at_cap,borrow_sharpe_drag,model,contains_insample,basket_quantile,cost_round_trip_bps
full_2010_2024,50000000,3733,0.17979498495315224,0.06309541647031229,2.8495728376363054,4.512286604860833,-0.22523395250832956,0.9921087514397401,0.9921087514397401,0.03723546745245111,0.07773418360269169,xgboost_only,True,0.02,4.0
full_2010_2024,250000000,3733,0.15627863223541655,0.06367526908955143,2.4543065851143853,3.711722551773223,-0.167212091193643,0.7720164073376127,0.7720164073376127,0.49370479507098847,0.04295695211477746,xgboost_only,True,0.02,4.0
full_2010_2024,1000000000,3733,0.06735850101996207,0.051240130400489796,1.3145653708039395,2.0441811809177226,-0.19404082388012378,0.3603942771185592,0.3603942771185592,0.8770425930886686,0.02597323793007522,xgboost_only,True,0.02,4.0
oos_2019_2024,50000000,1509,0.013112889577833945,0.08327486394002438,0.15746515764082203,1.4126145568107462,-0.22523395250832656,0.9998851027431656,0.9998851027431656,0.0019880715705765406,0.0448335095325636,xgboost_only,False,0.02,4.0
oos_2019_2024,250000000,1509,0.040663620932919683,0.08734176003717034,0.4655690578666416,1.5376203903322099,-0.1672120911936421,0.900450446248223,0.900450446248223,0.27634194831013914,0.033520375666189706,xgboost_only,False,0.02,4.0
oos_2019_2024,1000000000,1509,0.01868309666811355,0.07604196928337931,0.24569454005706776,0.934058156116014,-0.19404082388012134,0.5030860691341361,0.5030860691341361,0.7939032471835653,0.021787228612367482,xgboost_only,False,0.02,4.0
test_2022_2024,50000000,752,-0.02094312974262143,0.07562511949933687,-0.27693350941157957,1.0976837453297659,-0.14450426022762464,1.0,1.0,0.0,0.04172679893341913,xgboost_only,False,0.02,4.0
test_2022_2024,250000000,752,-0.0029894667088358174,0.08214449528337188,-0.036392781993767526,1.1458456006797149,-0.10745974583823992,0.9365174301301535,0.9365174301301535,0.21010638297872342,0.033160698151959433,xgboost_only,False,0.02,4.0
test_2022_2024,1000000000,752,-0.03585982762894414,0.06451881558688563,-0.5558041836749582,0.31647047254813854,-0.11936242049616819,0.5419498716862587,0.5419498716862587,0.7672872340425532,0.025012669675463728,xgboost_only,False,0.02,4.0
