date,window,model,n_eligible,n_raw_short,affected_names,tier_c_names,affected_share,tier_c_share
2010-03-03,full_2010_2024,xgb,616,12,3,0,0.25,0.0
2010-03-04,full_2010_2024,xgb,615,12,4,1,0.3333333333333333,0.08333333333333333
2010-03-05,full_2010_2024,xgb,617,12,3,1,0.25,0.08333333333333333
2010-03-08,full_2010_2024,xgb,617,12,7,3,0.5833333333333334,0.25
2010-03-09,full_2010_2024,xgb,615,12,3,1,0.25,0.08333333333333333
2010-03-10,full_2010_2024,xgb,618,12,4,3,0.3333333333333333,0.25
2010-03-11,full_2010_2024,xgb,619,12,1,0,0.08333333333333333,0.0
2010-03-12,full_2010_2024,xgb,621,12,4,0,0.3333333333333333,0.0
2010-03-15,full_2010_2024,xgb,618,12,3,3,0.25,0.25
2010-03-16,full_2010_2024,xgb,617,12,5,3,0.4166666666666667,0.25
2010-03-17,full_2010_2024,xgb,617,12,5,2,0.4166666666666667,0.16666666666666666
2010-03-18,full_2010_2024,xgb,618,12,7,5,0.5833333333333334,0.4166666666666667
2010-03-19,full_2010_2024,xgb,620,12,3,1,0.25,0.08333333333333333
2010-03-22,full_2010_2024,xgb,625,12,3,1,0.25,0.08333333333333333
2010-03-23,full_2010_2024,xgb,626,13,7,6,0.5384615384615384,0.46153846153846156
2010-03-24,full_2010_2024,xgb,622,12,4,2,0.3333333333333333,0.16666666666666666
2010-03-25,full_2010_2024,xgb,623,12,2,2,0.16666666666666666,0.16666666666666666
2010-03-26,full_2010_2024,xgb,624,12,5,3,0.4166666666666667,0.25
2010-03-29,full_2010_2024,xgb,624,12,2,2,0.16666666666666666,0.16666666666666666
2010-03-30,full_2010_2024,xgb,624,12,4,2,0.3333333333333333,0.16666666666666666
2010-03-31,full_2010_2024,xgb,622,12,3,1,0.25,0.08333333333333333
2010-04-01,full_2010_2024,xgb,625,12,3,1,0.25,0.08333333333333333
2010-04-05,full_2010_2024,xgb,625,12,5,2,0.4166666666666667,0.16666666666666666
2010-04-06,full_2010_2024,xgb,625,12,3,0,0.25,0.0
2010-04-07,full_2010_2024,xgb,628,13,5,1,0.38461538461538464,0.07692307692307693
2010-04-08,full_2010_2024,xgb,627,13,3,1,0.23076923076923078,0.07692307692307693
2010-04-09,full_2010_2024,xgb,626,13,3,1,0.23076923076923078,0.07692307692307693
2010-04-12,full_2010_2024,xgb,627,13,1,0,0.07692307692307693,0.0
2010-04-13,full_2010_2024,xgb,624,12,1,0,0.08333333333333333,0.0
2010-04-14,full_2010_2024,xgb,623,12,0,0,0.0,0.0
2010-04-15,full_2010_2024,xgb,624,12,0,0,0.0,0.0
2010-04-16,full_2010_2024,xgb,619,12,0,0,0.0,0.0
2010-04-19,full_2010_2024,xgb,610,12,1,0,0.08333333333333333,0.0
2010-04-20,full_2010_2024,xgb,603,12,1,0,0.08333333333333333,0.0
2010-04-21,full_2010_2024,xgb,594,12,2,1,0.16666666666666666,0.08333333333333333
2010-04-22,full_2010_2024,xgb,596,12,3,0,0.25,0.0
2010-04-23,full_2010_2024,xgb,604,12,3,2,0.25,0.16666666666666666
2010-04-26,full_2010_2024,xgb,607,12,3,1,0.25,0.08333333333333333
2010-04-27,full_2010_2024,xgb,600,12,3,2,0.25,0.16666666666666666
2010-04-28,full_2010_2024,xgb,583,12,8,4,0.6666666666666666,0.3333333333333333
2010-04-29,full_2010_2024,xgb,593,12,5,1,0.4166666666666667,0.08333333333333333
2010-04-30,full_2010_2024,xgb,604,12,5,2,0.4166666666666667,0.16666666666666666
2010-05-03,full_2010_2024,xgb,620,12,9,3,0.75,0.25
2010-05-04,full_2010_2024,xgb,618,12,2,0,0.16666666666666666,0.0
2010-05-05,full_2010_2024,xgb,609,12,1,0,0.08333333333333333,0.0
2010-05-06,full_2010_2024,xgb,619,12,2,0,0.16666666666666666,0.0
2010-05-07,full_2010_2024,xgb,628,13,2,1,0.15384615384615385,0.07692307692307693
2010-05-10,full_2010_2024,xgb,641,13,6,1,0.46153846153846156,0.07692307692307693
2010-05-11,full_2010_2024,xgb,653,13,1,1,0.07692307692307693,0.07692307692307693
2010-05-12,full_2010_2024,xgb,655,13,6,3,0.46153846153846156,0.23076923076923078
2010-05-13,full_2010_2024,xgb,656,13,3,1,0.23076923076923078,0.07692307692307693
2010-05-14,full_2010_2024,xgb,657,13,4,0,0.3076923076923077,0.0
2010-05-17,full_2010_2024,xgb,656,13,3,0,0.23076923076923078,0.0
2010-05-18,full_2010_2024,xgb,652,13,4,0,0.3076923076923077,0.0
2010-05-19,full_2010_2024,xgb,650,13,2,0,0.15384615384615385,0.0
2010-05-20,full_2010_2024,xgb,650,13,1,1,0.07692307692307693,0.07692307692307693
2010-05-21,full_2010_2024,xgb,649,13,0,0,0.0,0.0
2010-05-24,full_2010_2024,xgb,651,13,1,0,0.07692307692307693,0.0
2010-05-25,full_2010_2024,xgb,651,13,0,0,0.0,0.0
2010-05-26,full_2010_2024,xgb,648,13,1,0,0.07692307692307693,0.0
2010-05-27,full_2010_2024,xgb,648,13,2,0,0.15384615384615385,0.0
2010-05-28,full_2010_2024,xgb,654,13,1,1,0.07692307692307693,0.07692307692307693
2010-06-01,full_2010_2024,xgb,652,13,2,0,0.15384615384615385,0.0
2010-06-02,full_2010_2024,xgb,648,13,5,1,0.38461538461538464,0.07692307692307693
2010-06-03,full_2010_2024,xgb,654,13,4,2,0.3076923076923077,0.15384615384615385
2010-06-04,full_2010_2024,xgb,652,13,0,0,0.0,0.0
2010-06-07,full_2010_2024,xgb,643,13,1,1,0.07692307692307693,0.07692307692307693
2010-06-08,full_2010_2024,xgb,639,13,1,0,0.07692307692307693,0.0
2010-06-09,full_2010_2024,xgb,639,13,1,1,0.07692307692307693,0.07692307692307693
2010-06-10,full_2010_2024,xgb,639,13,4,2,0.3076923076923077,0.15384615384615385
2010-06-11,full_2010_2024,xgb,643,13,0,0,0.0,0.0
2010-06-14,full_2010_2024,xgb,643,13,1,0,0.07692307692307693,0.0
2010-06-15,full_2010_2024,xgb,642,13,1,0,0.07692307692307693,0.0
2010-06-16,full_2010_2024,xgb,639,13,1,0,0.07692307692307693,0.0
2010-06-17,full_2010_2024,xgb,639,13,4,1,0.3076923076923077,0.07692307692307693
2010-06-18,full_2010_2024,xgb,641,13,3,3,0.23076923076923078,0.23076923076923078
2010-06-21,full_2010_2024,xgb,638,13,4,1,0.3076923076923077,0.07692307692307693
2010-06-22,full_2010_2024,xgb,634,13,2,1,0.15384615384615385,0.07692307692307693
2010-06-23,full_2010_2024,xgb,627,13,4,1,0.3076923076923077,0.07692307692307693
2010-06-24,full_2010_2024,xgb,626,13,1,0,0.07692307692307693,0.0
2010-06-25,full_2010_2024,xgb,625,12,2,0,0.16666666666666666,0.0
2010-06-28,full_2010_2024,xgb,628,13,1,1,0.07692307692307693,0.07692307692307693
2010-06-29,full_2010_2024,xgb,630,13,2,2,0.15384615384615385,0.15384615384615385
2010-06-30,full_2010_2024,xgb,621,12,1,1,0.08333333333333333,0.08333333333333333
2010-07-01,full_2010_2024,xgb,623,12,2,1,0.16666666666666666,0.08333333333333333
2010-07-02,full_2010_2024,xgb,622,12,3,2,0.25,0.16666666666666666
2010-07-06,full_2010_2024,xgb,621,12,3,2,0.25,0.16666666666666666
2010-07-07,full_2010_2024,xgb,622,12,4,1,0.3333333333333333,0.08333333333333333
2010-07-08,full_2010_2024,xgb,624,12,5,4,0.4166666666666667,0.3333333333333333
2010-07-09,full_2010_2024,xgb,627,13,5,4,0.38461538461538464,0.3076923076923077
2010-07-12,full_2010_2024,xgb,625,12,3,2,0.25,0.16666666666666666
2010-07-13,full_2010_2024,xgb,625,12,3,3,0.25,0.25
2010-07-14,full_2010_2024,xgb,626,13,3,1,0.23076923076923078,0.07692307692307693
2010-07-15,full_2010_2024,xgb,622,12,3,2,0.25,0.16666666666666666
2010-07-16,full_2010_2024,xgb,622,12,2,1,0.16666666666666666,0.08333333333333333
2010-07-19,full_2010_2024,xgb,618,12,3,1,0.25,0.08333333333333333
2010-07-20,full_2010_2024,xgb,608,12,0,0,0.0,0.0
2010-07-21,full_2010_2024,xgb,598,12,1,0,0.08333333333333333,0.0
2010-07-22,full_2010_2024,xgb,590,12,2,2,0.16666666666666666,0.16666666666666666
2010-07-23,full_2010_2024,xgb,602,12,2,0,0.16666666666666666,0.0
2010-07-26,full_2010_2024,xgb,606,12,2,0,0.16666666666666666,0.0
2010-07-27,full_2010_2024,xgb,594,12,4,1,0.3333333333333333,0.08333333333333333
2010-07-28,full_2010_2024,xgb,576,12,2,0,0.16666666666666666,0.0
2010-07-29,full_2010_2024,xgb,577,12,1,0,0.08333333333333333,0.0
2010-07-30,full_2010_2024,xgb,589,12,1,0,0.08333333333333333,0.0
2010-08-02,full_2010_2024,xgb,596,12,4,0,0.3333333333333333,0.0
2010-08-03,full_2010_2024,xgb,598,12,2,1,0.16666666666666666,0.08333333333333333
2010-08-04,full_2010_2024,xgb,587,12,1,0,0.08333333333333333,0.0
2010-08-05,full_2010_2024,xgb,597,12,2,1,0.16666666666666666,0.08333333333333333
2010-08-06,full_2010_2024,xgb,603,12,0,0,0.0,0.0
2010-08-09,full_2010_2024,xgb,615,12,0,0,0.0,0.0
2010-08-10,full_2010_2024,xgb,619,12,0,0,0.0,0.0
2010-08-11,full_2010_2024,xgb,620,12,0,0,0.0,0.0
2010-08-12,full_2010_2024,xgb,623,12,0,0,0.0,0.0
2010-08-13,full_2010_2024,xgb,623,12,0,0,0.0,0.0
2010-08-16,full_2010_2024,xgb,621,12,1,0,0.08333333333333333,0.0
2010-08-17,full_2010_2024,xgb,619,12,1,0,0.08333333333333333,0.0
2010-08-18,full_2010_2024,xgb,619,12,1,0,0.08333333333333333,0.0
2010-08-19,full_2010_2024,xgb,617,12,0,0,0.0,0.0
2010-08-20,full_2010_2024,xgb,617,12,1,0,0.08333333333333333,0.0
2010-08-23,full_2010_2024,xgb,618,12,0,0,0.0,0.0
2010-08-24,full_2010_2024,xgb,615,12,0,0,0.0,0.0
2010-08-25,full_2010_2024,xgb,612,12,1,0,0.08333333333333333,0.0
2010-08-26,full_2010_2024,xgb,610,12,1,0,0.08333333333333333,0.0
2010-08-27,full_2010_2024,xgb,606,12,4,1,0.3333333333333333,0.08333333333333333
2010-08-30,full_2010_2024,xgb,607,12,1,0,0.08333333333333333,0.0
2010-08-31,full_2010_2024,xgb,603,12,2,2,0.16666666666666666,0.16666666666666666
2010-09-01,full_2010_2024,xgb,602,12,4,3,0.3333333333333333,0.25
2010-09-02,full_2010_2024,xgb,605,12,1,1,0.08333333333333333,0.08333333333333333
2010-09-03,full_2010_2024,xgb,606,12,3,1,0.25,0.08333333333333333
2010-09-07,full_2010_2024,xgb,608,12,2,1,0.16666666666666666,0.08333333333333333
2010-09-08,full_2010_2024,xgb,607,12,1,1,0.08333333333333333,0.08333333333333333
2010-09-09,full_2010_2024,xgb,609,12,3,1,0.25,0.08333333333333333
2010-09-10,full_2010_2024,xgb,606,12,1,0,0.08333333333333333,0.0
2010-09-13,full_2010_2024,xgb,605,12,1,1,0.08333333333333333,0.08333333333333333
2010-09-14,full_2010_2024,xgb,607,12,3,2,0.25,0.16666666666666666
2010-09-15,full_2010_2024,xgb,608,12,2,1,0.16666666666666666,0.08333333333333333
2010-09-16,full_2010_2024,xgb,609,12,1,0,0.08333333333333333,0.0
2010-09-17,full_2010_2024,xgb,605,12,2,0,0.16666666666666666,0.0
2010-09-20,full_2010_2024,xgb,607,12,1,0,0.08333333333333333,0.0
2010-09-21,full_2010_2024,xgb,607,12,3,2,0.25,0.16666666666666666
2010-09-22,full_2010_2024,xgb,611,12,1,0,0.08333333333333333,0.0
2010-09-23,full_2010_2024,xgb,610,12,2,1,0.16666666666666666,0.08333333333333333
2010-09-24,full_2010_2024,xgb,612,12,2,0,0.16666666666666666,0.0
2010-09-27,full_2010_2024,xgb,616,12,0,0,0.0,0.0
2010-09-28,full_2010_2024,xgb,616,12,3,1,0.25,0.08333333333333333
2010-09-29,full_2010_2024,xgb,614,12,2,0,0.16666666666666666,0.0
2010-09-30,full_2010_2024,xgb,613,12,4,2,0.3333333333333333,0.16666666666666666
2010-10-01,full_2010_2024,xgb,611,12,0,0,0.0,0.0
2010-10-04,full_2010_2024,xgb,613,12,2,0,0.16666666666666666,0.0
2010-10-05,full_2010_2024,xgb,611,12,5,1,0.4166666666666667,0.08333333333333333
2010-10-06,full_2010_2024,xgb,614,12,2,1,0.16666666666666666,0.08333333333333333
2010-10-07,full_2010_2024,xgb,615,12,3,3,0.25,0.25
2010-10-08,full_2010_2024,xgb,617,12,2,0,0.16666666666666666,0.0
2010-10-11,full_2010_2024,xgb,616,12,2,1,0.16666666666666666,0.08333333333333333
2010-10-12,full_2010_2024,xgb,613,12,4,1,0.3333333333333333,0.08333333333333333
2010-10-13,full_2010_2024,xgb,611,12,4,3,0.3333333333333333,0.25
2010-10-14,full_2010_2024,xgb,611,12,4,2,0.3333333333333333,0.16666666666666666
2010-10-15,full_2010_2024,xgb,616,12,3,2,0.25,0.16666666666666666
2010-10-18,full_2010_2024,xgb,602,12,1,0,0.08333333333333333,0.0
2010-10-19,full_2010_2024,xgb,593,12,4,1,0.3333333333333333,0.08333333333333333
2010-10-20,full_2010_2024,xgb,586,12,3,0,0.25,0.0
2010-10-21,full_2010_2024,xgb,594,12,3,2,0.25,0.16666666666666666
2010-10-22,full_2010_2024,xgb,600,12,3,2,0.25,0.16666666666666666
2010-10-25,full_2010_2024,xgb,598,12,4,2,0.3333333333333333,0.16666666666666666
2010-10-26,full_2010_2024,xgb,590,12,2,0,0.16666666666666666,0.0
2010-10-27,full_2010_2024,xgb,564,11,1,0,0.09090909090909091,0.0
2010-10-28,full_2010_2024,xgb,568,11,3,2,0.2727272727272727,0.18181818181818182
2010-10-29,full_2010_2024,xgb,581,12,2,2,0.16666666666666666,0.16666666666666666
2010-11-01,full_2010_2024,xgb,605,12,1,0,0.08333333333333333,0.0
2010-11-02,full_2010_2024,xgb,608,12,2,1,0.16666666666666666,0.08333333333333333
2010-11-03,full_2010_2024,xgb,597,12,6,4,0.5,0.3333333333333333
2010-11-04,full_2010_2024,xgb,598,12,4,2,0.3333333333333333,0.16666666666666666
2010-11-05,full_2010_2024,xgb,608,12,1,0,0.08333333333333333,0.0
2010-11-08,full_2010_2024,xgb,620,12,0,0,0.0,0.0
2010-11-09,full_2010_2024,xgb,621,12,2,0,0.16666666666666666,0.0
2010-11-10,full_2010_2024,xgb,624,12,4,2,0.3333333333333333,0.16666666666666666
2010-11-11,full_2010_2024,xgb,626,13,4,2,0.3076923076923077,0.15384615384615385
2010-11-12,full_2010_2024,xgb,626,13,2,0,0.15384615384615385,0.0
2010-11-15,full_2010_2024,xgb,626,13,4,2,0.3076923076923077,0.15384615384615385
2010-11-16,full_2010_2024,xgb,624,12,2,0,0.16666666666666666,0.0
2010-11-17,full_2010_2024,xgb,624,12,4,1,0.3333333333333333,0.08333333333333333
2010-11-18,full_2010_2024,xgb,625,12,4,1,0.3333333333333333,0.08333333333333333
2010-11-19,full_2010_2024,xgb,624,12,3,2,0.25,0.16666666666666666
2010-11-22,full_2010_2024,xgb,622,12,1,1,0.08333333333333333,0.08333333333333333
2010-11-23,full_2010_2024,xgb,625,12,2,2,0.16666666666666666,0.16666666666666666
2010-11-24,full_2010_2024,xgb,626,13,4,1,0.3076923076923077,0.07692307692307693
2010-11-26,full_2010_2024,xgb,633,13,4,2,0.3076923076923077,0.15384615384615385
2010-11-29,full_2010_2024,xgb,622,12,2,1,0.16666666666666666,0.08333333333333333
2010-11-30,full_2010_2024,xgb,622,12,1,0,0.08333333333333333,0.0
2010-12-01,full_2010_2024,xgb,624,12,1,0,0.08333333333333333,0.0
2010-12-02,full_2010_2024,xgb,621,12,3,0,0.25,0.0
2010-12-03,full_2010_2024,xgb,622,12,1,1,0.08333333333333333,0.08333333333333333
2010-12-06,full_2010_2024,xgb,618,12,2,1,0.16666666666666666,0.08333333333333333
2010-12-07,full_2010_2024,xgb,618,12,4,2,0.3333333333333333,0.16666666666666666
2010-12-08,full_2010_2024,xgb,622,12,3,2,0.25,0.16666666666666666
2010-12-09,full_2010_2024,xgb,624,12,1,0,0.08333333333333333,0.0
2010-12-10,full_2010_2024,xgb,628,13,3,0,0.23076923076923078,0.0
2010-12-13,full_2010_2024,xgb,629,13,3,1,0.23076923076923078,0.07692307692307693
2010-12-14,full_2010_2024,xgb,625,12,2,1,0.16666666666666666,0.08333333333333333
2010-12-15,full_2010_2024,xgb,623,12,1,0,0.08333333333333333,0.0
2010-12-16,full_2010_2024,xgb,625,12,3,2,0.25,0.16666666666666666
2010-12-17,full_2010_2024,xgb,627,13,4,2,0.3076923076923077,0.15384615384615385
2010-12-20,full_2010_2024,xgb,635,13,2,1,0.15384615384615385,0.07692307692307693
2010-12-21,full_2010_2024,xgb,635,13,2,2,0.15384615384615385,0.15384615384615385
2010-12-22,full_2010_2024,xgb,632,13,1,0,0.07692307692307693,0.0
2010-12-23,full_2010_2024,xgb,634,13,3,0,0.23076923076923078,0.0
2010-12-27,full_2010_2024,xgb,637,13,3,1,0.23076923076923078,0.07692307692307693
2010-12-28,full_2010_2024,xgb,637,13,2,1,0.15384615384615385,0.07692307692307693
2010-12-29,full_2010_2024,xgb,636,13,2,1,0.15384615384615385,0.07692307692307693
2010-12-30,full_2010_2024,xgb,632,13,1,0,0.07692307692307693,0.0
2010-12-31,full_2010_2024,xgb,629,13,1,0,0.07692307692307693,0.0
2011-01-03,full_2010_2024,xgb,661,13,3,1,0.23076923076923078,0.07692307692307693
2011-01-04,full_2010_2024,xgb,660,13,3,2,0.23076923076923078,0.15384615384615385
2011-01-05,full_2010_2024,xgb,661,13,4,2,0.3076923076923077,0.15384615384615385
2011-01-06,full_2010_2024,xgb,655,13,4,0,0.3076923076923077,0.0
2011-01-07,full_2010_2024,xgb,655,13,2,0,0.15384615384615385,0.0
2011-01-10,full_2010_2024,xgb,654,13,4,0,0.3076923076923077,0.0
2011-01-11,full_2010_2024,xgb,656,13,6,2,0.46153846153846156,0.15384615384615385
2011-01-12,full_2010_2024,xgb,656,13,5,1,0.38461538461538464,0.07692307692307693
2011-01-13,full_2010_2024,xgb,651,13,4,1,0.3076923076923077,0.07692307692307693
2011-01-14,full_2010_2024,xgb,649,13,4,1,0.3076923076923077,0.07692307692307693
2011-01-18,full_2010_2024,xgb,646,13,3,1,0.23076923076923078,0.07692307692307693
2011-01-19,full_2010_2024,xgb,638,13,4,2,0.3076923076923077,0.15384615384615385
2011-01-20,full_2010_2024,xgb,636,13,3,1,0.23076923076923078,0.07692307692307693
2011-01-21,full_2010_2024,xgb,641,13,0,0,0.0,0.0
2011-01-24,full_2010_2024,xgb,639,13,2,1,0.15384615384615385,0.07692307692307693
2011-01-25,full_2010_2024,xgb,637,13,4,2,0.3076923076923077,0.15384615384615385
2011-01-26,full_2010_2024,xgb,628,13,4,1,0.3076923076923077,0.07692307692307693
2011-01-27,full_2010_2024,xgb,632,13,5,2,0.38461538461538464,0.15384615384615385
2011-01-28,full_2010_2024,xgb,646,13,3,1,0.23076923076923078,0.07692307692307693
2011-01-31,full_2010_2024,xgb,659,13,4,3,0.3076923076923077,0.23076923076923078
2011-02-01,full_2010_2024,xgb,660,13,4,3,0.3076923076923077,0.23076923076923078
2011-02-02,full_2010_2024,xgb,652,13,6,3,0.46153846153846156,0.23076923076923078
2011-02-03,full_2010_2024,xgb,654,13,3,1,0.23076923076923078,0.07692307692307693
2011-02-04,full_2010_2024,xgb,654,13,3,1,0.23076923076923078,0.07692307692307693
2011-02-07,full_2010_2024,xgb,665,13,3,0,0.23076923076923078,0.0
2011-02-08,full_2010_2024,xgb,660,13,5,2,0.38461538461538464,0.15384615384615385
2011-02-09,full_2010_2024,xgb,658,13,7,1,0.5384615384615384,0.07692307692307693
2011-02-10,full_2010_2024,xgb,664,13,4,0,0.3076923076923077,0.0
2011-02-11,full_2010_2024,xgb,672,13,2,1,0.15384615384615385,0.07692307692307693
2011-02-14,full_2010_2024,xgb,679,14,2,1,0.14285714285714285,0.07142857142857142
2011-02-15,full_2010_2024,xgb,670,13,6,3,0.46153846153846156,0.23076923076923078
2011-02-16,full_2010_2024,xgb,667,13,5,2,0.38461538461538464,0.15384615384615385
2011-02-17,full_2010_2024,xgb,665,13,5,3,0.38461538461538464,0.23076923076923078
2011-02-18,full_2010_2024,xgb,663,13,3,3,0.23076923076923078,0.23076923076923078
2011-02-22,full_2010_2024,xgb,662,13,2,0,0.15384615384615385,0.0
2011-02-23,full_2010_2024,xgb,652,13,2,0,0.15384615384615385,0.0
2011-02-24,full_2010_2024,xgb,655,13,1,1,0.07692307692307693,0.07692307692307693
2011-02-25,full_2010_2024,xgb,659,13,2,2,0.15384615384615385,0.15384615384615385
2011-02-28,full_2010_2024,xgb,668,13,6,5,0.46153846153846156,0.38461538461538464
2011-03-01,full_2010_2024,xgb,672,13,4,3,0.3076923076923077,0.23076923076923078
2011-03-02,full_2010_2024,xgb,681,14,6,4,0.42857142857142855,0.2857142857142857
2011-03-03,full_2010_2024,xgb,683,14,5,4,0.35714285714285715,0.2857142857142857
2011-03-04,full_2010_2024,xgb,686,14,3,3,0.21428571428571427,0.21428571428571427
2011-03-07,full_2010_2024,xgb,688,14,1,0,0.07142857142857142,0.0
2011-03-08,full_2010_2024,xgb,695,14,2,0,0.14285714285714285,0.0
2011-03-09,full_2010_2024,xgb,697,14,3,0,0.21428571428571427,0.0
2011-03-10,full_2010_2024,xgb,697,14,0,0,0.0,0.0
2011-03-11,full_2010_2024,xgb,700,14,1,0,0.07142857142857142,0.0
2011-03-14,full_2010_2024,xgb,699,14,1,0,0.07142857142857142,0.0
2011-03-15,full_2010_2024,xgb,699,14,1,0,0.07142857142857142,0.0
2011-03-16,full_2010_2024,xgb,698,14,1,0,0.07142857142857142,0.0
2011-03-17,full_2010_2024,xgb,698,14,5,2,0.35714285714285715,0.14285714285714285
2011-03-18,full_2010_2024,xgb,698,14,4,3,0.2857142857142857,0.21428571428571427
2011-03-21,full_2010_2024,xgb,704,14,7,2,0.5,0.14285714285714285
2011-03-22,full_2010_2024,xgb,700,14,4,1,0.2857142857142857,0.07142857142857142
2011-03-23,full_2010_2024,xgb,699,14,4,3,0.2857142857142857,0.21428571428571427
2011-03-24,full_2010_2024,xgb,699,14,5,3,0.35714285714285715,0.21428571428571427
2011-03-25,full_2010_2024,xgb,702,14,4,3,0.2857142857142857,0.21428571428571427
2011-03-28,full_2010_2024,xgb,699,14,2,1,0.14285714285714285,0.07142857142857142
2011-03-29,full_2010_2024,xgb,691,14,5,1,0.35714285714285715,0.07142857142857142
2011-03-30,full_2010_2024,xgb,687,14,6,4,0.42857142857142855,0.2857142857142857
2011-03-31,full_2010_2024,xgb,696,14,5,3,0.35714285714285715,0.21428571428571427
2011-04-01,full_2010_2024,xgb,693,14,6,4,0.42857142857142855,0.2857142857142857
2011-04-04,full_2010_2024,xgb,693,14,8,3,0.5714285714285714,0.21428571428571427
2011-04-05,full_2010_2024,xgb,691,14,8,2,0.5714285714285714,0.14285714285714285
2011-04-06,full_2010_2024,xgb,691,14,4,3,0.2857142857142857,0.21428571428571427
2011-04-07,full_2010_2024,xgb,692,14,6,4,0.42857142857142855,0.2857142857142857
2011-04-08,full_2010_2024,xgb,692,14,6,3,0.42857142857142855,0.21428571428571427
2011-04-11,full_2010_2024,xgb,689,14,5,3,0.35714285714285715,0.21428571428571427
2011-04-12,full_2010_2024,xgb,686,14,3,2,0.21428571428571427,0.14285714285714285
2011-04-13,full_2010_2024,xgb,684,14,4,2,0.2857142857142857,0.14285714285714285
2011-04-14,full_2010_2024,xgb,676,14,3,2,0.21428571428571427,0.14285714285714285
2011-04-15,full_2010_2024,xgb,675,14,4,2,0.2857142857142857,0.14285714285714285
2011-04-18,full_2010_2024,xgb,666,13,2,1,0.15384615384615385,0.07692307692307693
2011-04-19,full_2010_2024,xgb,663,13,2,1,0.15384615384615385,0.07692307692307693
2011-04-20,full_2010_2024,xgb,643,13,4,2,0.3076923076923077,0.15384615384615385
2011-04-21,full_2010_2024,xgb,643,13,7,4,0.5384615384615384,0.3076923076923077
2011-04-25,full_2010_2024,xgb,630,13,6,4,0.46153846153846156,0.3076923076923077
2011-04-26,full_2010_2024,xgb,634,13,4,2,0.3076923076923077,0.15384615384615385
2011-04-27,full_2010_2024,xgb,606,12,5,4,0.4166666666666667,0.3333333333333333
2011-04-28,full_2010_2024,xgb,607,12,4,3,0.3333333333333333,0.25
2011-04-29,full_2010_2024,xgb,618,12,4,1,0.3333333333333333,0.08333333333333333
2011-05-02,full_2010_2024,xgb,636,13,5,3,0.38461538461538464,0.23076923076923078
2011-05-03,full_2010_2024,xgb,639,13,2,1,0.15384615384615385,0.07692307692307693
2011-05-04,full_2010_2024,xgb,633,13,6,4,0.46153846153846156,0.3076923076923077
2011-05-05,full_2010_2024,xgb,648,13,3,3,0.23076923076923078,0.23076923076923078
2011-05-06,full_2010_2024,xgb,660,13,9,7,0.6923076923076923,0.5384615384615384
2011-05-09,full_2010_2024,xgb,670,13,5,4,0.38461538461538464,0.3076923076923077
2011-05-10,full_2010_2024,xgb,673,13,8,4,0.6153846153846154,0.3076923076923077
2011-05-11,full_2010_2024,xgb,679,14,6,3,0.42857142857142855,0.21428571428571427
2011-05-12,full_2010_2024,xgb,681,14,3,2,0.21428571428571427,0.14285714285714285
2011-05-13,full_2010_2024,xgb,684,14,3,2,0.21428571428571427,0.14285714285714285
2011-05-16,full_2010_2024,xgb,683,14,3,3,0.21428571428571427,0.21428571428571427
2011-05-17,full_2010_2024,xgb,682,14,3,3,0.21428571428571427,0.21428571428571427
2011-05-18,full_2010_2024,xgb,682,14,7,3,0.5,0.21428571428571427
2011-05-19,full_2010_2024,xgb,681,14,5,2,0.35714285714285715,0.14285714285714285
2011-05-20,full_2010_2024,xgb,683,14,3,1,0.21428571428571427,0.07142857142857142
2011-05-23,full_2010_2024,xgb,684,14,0,0,0.0,0.0
2011-05-24,full_2010_2024,xgb,681,14,4,1,0.2857142857142857,0.07142857142857142
2011-05-25,full_2010_2024,xgb,675,14,4,2,0.2857142857142857,0.14285714285714285
2011-05-26,full_2010_2024,xgb,678,14,4,1,0.2857142857142857,0.07142857142857142
2011-05-27,full_2010_2024,xgb,684,14,7,3,0.5,0.21428571428571427
2011-05-31,full_2010_2024,xgb,684,14,7,5,0.5,0.35714285714285715
2011-06-01,full_2010_2024,xgb,686,14,5,2,0.35714285714285715,0.14285714285714285
2011-06-02,full_2010_2024,xgb,688,14,9,4,0.6428571428571429,0.2857142857142857
2011-06-03,full_2010_2024,xgb,688,14,2,0,0.14285714285714285,0.0
2011-06-06,full_2010_2024,xgb,687,14,3,1,0.21428571428571427,0.07142857142857142
2011-06-07,full_2010_2024,xgb,688,14,6,5,0.42857142857142855,0.35714285714285715
2011-06-08,full_2010_2024,xgb,687,14,4,4,0.2857142857142857,0.2857142857142857
2011-06-09,full_2010_2024,xgb,686,14,6,2,0.42857142857142855,0.14285714285714285
2011-06-10,full_2010_2024,xgb,688,14,4,2,0.2857142857142857,0.14285714285714285
2011-06-13,full_2010_2024,xgb,691,14,5,3,0.35714285714285715,0.21428571428571427
2011-06-14,full_2010_2024,xgb,692,14,6,3,0.42857142857142855,0.21428571428571427
2011-06-15,full_2010_2024,xgb,692,14,2,2,0.14285714285714285,0.14285714285714285
2011-06-16,full_2010_2024,xgb,694,14,4,2,0.2857142857142857,0.14285714285714285
2011-06-17,full_2010_2024,xgb,693,14,5,2,0.35714285714285715,0.14285714285714285
2011-06-20,full_2010_2024,xgb,696,14,3,1,0.21428571428571427,0.07142857142857142
2011-06-21,full_2010_2024,xgb,695,14,1,0,0.07142857142857142,0.0
