model,sample,window,n_days,net_sharpe,net_cum_return,max_drawdown,worst_day
xgboost_only,full_2010_2024,2020Q1_covid,62,0.1615808300837451,0.0032669634080249033,-0.07703088122269797,-0.032367904870420704
xgboost_only,full_2010_2024,2022_drawdown,251,-0.7113459893570602,-0.06346309873779399,-0.10745974583823992,-0.023421109005066162
xgboost_only,full_2010_2024,2023_recovery,250,0.9411670667795708,0.06151105188611816,-0.029893515450812758,-0.01639796605452254
xgboost_only,full_2010_2024,full_window,3733,2.454306585114386,8.818741190109499,-0.16721209119364322,-0.04336949516014228
